flow_duration,fwd_packets,bwd_packets,flow_bytes_per_sec,flow_pkts_per_sec,fwd_pkt_len_mean,bwd_pkt_len_mean,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt
0.40634208340000744,235,8,21903.154679533218,254.68784511085138,77,14,25,276,106
0.37355176111665145,95,3,5460.643823829672,103.03101554395609,75,11,21,88,186
0.8096026089279688,126,1,11451.165649674935,127.23517388527705,72,5,31,200,236
0.19989052229213297,169,5,10282.725687047392,194.01369220844137,75,7,39,196,79
0.8221188962433378,133,0,8512.0,133.0,79,23,18,203,151
0.35203359659544053,225,8,14368.056016492175,247.72510373262372,85,2,46,68,250
0.8555148185506902,222,6,12137.706010351423,229.01332095002687,48,18,18,169,215
0.20822250386050806,213,7,13810.60150911742,246.61788409138248,69,8,37,169,101
0.3711387346840004,252,4,19445.545425303088,262.77764088247415,80,13,34,90,245
0.1580421441242508,269,7,12844.971313160393,313.29198324781447,80,21,45,169,176
0.6635585544338244,65,0,5655.0,65.0,69,11,39,60,113
0.8102447619298583,262,4,11745.218312625433,266.9367798323962,87,19,41,244,221
0.20343969735361017,250,8,12440.918756146566,289.3236920034085,74,16,38,265,273
0.61459511684349,94,6,8923.577122984858,103.76252468587045,79,11,16,223,96
0.22377139733531387,196,9,21495.985189138166,236.21961746305675,68,21,44,70,100
0.5007215010563094,298,2,12985.752161268441,301.9942363085684,94,6,32,77,53
0.44606019488033133,222,2,13815.505686901137,226.48369978526455,83,1,28,211,140
0.7692345245589038,50,7,3664.197245630473,59.09995557468505,77,5,26,202,259
0.4256677838846249,61,5,4728.506218474099,72.74624951498615,66,7,23,173,155
0.9743794218109456,142,0,10508.0,142.0,79,13,39,225,286
0.5268595783881345,226,5,20723.13713719722,235.49019474087748,85,7,47,197,173
0.35641721937786475,88,4,9128.497814337796,99.22280232975865,88,8,28,86,98
0.6553598645060211,137,4,12879.316519819764,143.10351688688627,98,38,45,88,190
0.7078781867923802,287,2,14491.26724324298,289.82534486485963,52,0,44,157,68
0.4699189677389912,249,4,21631.016892415853,257.5121058620935,51,32,49,139,152
0.9586298148265365,246,7,16211.333680917347,253.30208876433355,66,22,34,286,224
0.15357223031299452,224,3,13881.48255899837,243.5347817368135,57,1,8,271,210
0.5106128580599878,131,4,8052.355969180753,138.83372360656472,86,27,44,133,162
0.16390689807992992,171,2,9892.910645403912,183.20204898896134,80,38,6,240,78
0.7108029610053083,243,2,12290.685964305167,245.81371928610335,52,9,18,259,100
0.9219582528186131,170,6,11826.02841969363,176.50788686109897,42,19,10,204,166
0.9122079765572575,215,2,11945.586535994948,217.19248247263542,69,39,6,130,218
0.47983083411487515,212,0,19928.0,212.0,84,14,30,150,262
0.8272203669158976,176,8,11511.598389784844,185.6709417707233,63,37,32,70,231
0.8666571131865529,213,2,18085.848290683603,215.30771774623338,94,8,42,171,79
0.501777564761424,147,2,6341.404854061059,150.98582985859665,67,14,45,112,72
0.38698013648902496,97,9,11785.186751036288,120.25700766363559,96,35,37,201,216
0.5605132479233605,205,4,9758.27056395491,212.13631660771543,43,36,5,242,96
0.23901377250099143,206,9,24121.818655288178,243.65473389179976,57,27,39,220,288
0.1645406999628859,175,0,15400.0,175.0,77,4,12,211,225
0.2961032988294911,253,5,10795.43995892855,269.88599897321376,70,3,49,227,118
0.3056380720792937,137,2,7177.184369799506,143.54368739599013,84,3,30,204,223
0.12786021182740917,241,9,28025.043469921435,311.38937188801594,89,5,19,294,79
0.21704300426002482,171,4,15343.7917216435,189.42952742769754,99,36,39,136,183
0.6426485888315154,250,0,17000.0,250.0,52,16,49,273,289
0.7961850023811075,118,4,9841.9166387749,123.02395798468625,88,12,38,158,135
0.32221668400082704,136,2,5972.694135874678,142.2070032351114,81,33,36,158,100
0.259453832744679,134,4,12401.611083358755,149.41700100432234,50,38,8,292,178
0.6224208408943264,73,2,3963.0895207341828,76.2132600141189,86,33,15,277,228
0.8041494965140785,148,1,11790.240439548192,149.24354986769862,61,23,23,214,280
