flow_duration,fwd_packets,bwd_packets,flow_bytes_per_sec,flow_pkts_per_sec,fwd_pkt_len_mean,bwd_pkt_len_mean,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt
3.0052471315251474,463,1,510592.6919729961,463.3327513366571,395,97,2,264,63
1.4224293293711945,934,15,289030.8738454859,944.5453393643331,629,26,0,250,28
1.0524960034821882,747,17,620442.6413119604,763.1520803345147,1196,66,4,110,11
2.1337664548779074,318,11,268541.97399307834,323.1552033611051,560,56,0,325,62
1.8250959179386295,699,11,408210.6796039046,705.0270804903361,892,93,2,314,23
3.837591249028995,436,6,218781.7403692379,437.5634807384758,1057,41,2,103,35
2.865605820362086,308,1,316366.0394737858,308.3489663487191,1104,94,1,227,51
3.094324139814141,233,16,232454.65939778954,238.17075757970238,452,95,4,126,66
1.6992427701689699,930,7,849114.6091351428,934.1194819968567,567,72,1,272,26
2.384467362014329,675,13,595395.4574116673,680.4519513276198,429,73,2,292,60
0.9065163225992354,570,10,345713.58837857406,581.0312409723933,310,55,0,286,48
3.246821001535809,509,1,180295.02972471612,509.3079935726444,922,43,4,388,45
2.9292925050868703,666,2,362008.73798472295,666.6827587195635,790,81,2,300,35
2.6340678891516633,272,8,163647.09085730245,275.03712749126464,316,20,0,160,52
3.192287262206696,224,6,248919.24217117898,225.87953010088836,430,63,2,201,21
2.1243825362301205,243,16,79167.98567290629,250.5316002307161,629,76,0,111,71
4.811768568517687,538,7,517876.5758960161,539.4547665583501,380,99,0,188,21
1.49544248818821,688,12,582572.4067353527,696.0243808068731,346,51,1,115,26
1.3125890530730009,285,6,313026.379013344,289.5711184212248,634,26,0,275,68
4.749199201010453,793,19,558697.4728039973,797.0006744707523,742,36,2,207,69
2.664778477298389,330,4,155805.4995437767,331.50106285909936,482,58,0,103,34
3.8203509510793623,360,15,288229.66195308405,363.9263408498536,725,85,2,269,43
0.5957123488267422,958,12,430383.3381705096,978.1439503875218,573,51,2,138,55
2.0782031695326957,676,11,678567.8618471087,681.2930339830409,571,75,3,338,19
0.9126470080014356,558,19,398227.1719223249,578.8185638405886,876,68,2,241,39
4.337698197613556,345,4,333468.9507347748,345.92214806511913,731,84,4,172,24
2.2294699122185673,543,3,238967.72337903382,544.3456113417627,486,56,4,297,48
4.456032384029741,501,10,181671.13773888585,503.24414886117967,1144,44,3,359,68
2.3071110639146934,774,18,619187.1563583465,781.8019650989223,665,93,2,325,66
1.4921879408157892,952,2,1131614.9524095887,953.3403137401758,1073,24,4,153,56
1.4734581036644907,720,2,230112.99500570344,721.3573511150578,1189,80,2,277,71
4.9835109911302595,202,2,218593.4293641259,202.40132348530176,419,92,3,197,20
4.448573881836712,522,8,258756.37459036836,523.7983291303003,1037,95,1,108,49
4.692152697435454,594,1,251352.15051880796,594.2131217938722,337,91,2,275,27
0.8647079715844157,515,15,582919.8520653791,532.3468968633599,892,59,4,323,71
3.165835030967829,897,2,778246.7227913135,897.6317448573398,339,59,2,336,42
4.453834938598211,346,15,163154.8018879399,349.36788412835097,391,78,2,268,22
4.266559977636524,544,9,357701.67517412134,546.1094277467502,490,46,3,106,14
4.4639184163951775,960,18,318130.6694804689,964.0323317589966,834,61,1,259,62
3.845787153312235,281,3,156951.5014254262,281.78007437239893,1017,96,4,111,48
1.3690978906428188,724,13,708556.4631860354,733.4953035052126,412,36,1,287,73
2.92993420872135,874,15,549449.7305509775,879.1195688815641,766,49,1,332,72
2.2646804515033847,534,4,309137.1283271191,535.7662535998599,495,39,3,341,77
1.854336051260673,216,11,155352.42964982812,221.9320423568973,1185,84,1,219,59
4.955667677377912,886,11,866014.1887023535,888.2196807203626,1062,71,4,106,38
0.5995559818804876,845,14,328236.53190016025,868.3506134924874,758,77,1,325,38
4.749366357310234,298,12,236815.00243876645,300.52665284107417,338,34,4,256,41
0.8707147052712921,283,10,246778.27756102846,294.4848180919194,1006,75,3,120,56
2.38877292616755,283,5,273119.213617221,285.09312486139976,752,22,2,356,67
4.523446416556105,726,1,335514.1345136994,726.2210703759727,1131,44,3,373,24
