flow_duration,fwd_packets,bwd_packets,flow_bytes_per_sec,flow_pkts_per_sec,fwd_pkt_len_mean,bwd_pkt_len_mean,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt
0.136781754639831,54,1,4107.831411919097,61.31091659580743,81,21,25,119,50
0.5809811533592707,61,9,6501.7380655581,76.49103606538941,73,13,30,94,204
0.13538092585698905,298,8,21782.64368898986,357.09251949163706,86,29,47,112,97
0.1549701638693774,75,3,3774.3426024969986,94.35856506242496,47,34,19,96,176
0.9316375831966898,63,9,4868.247396279303,72.66040889969109,62,13,28,179,158
0.1561072262601173,236,7,25275.687617370433,280.84097352633813,46,2,27,287,156
0.5789021367387841,286,1,27909.558545467535,287.7274076852323,77,34,19,241,266
0.7636646854844372,77,9,6925.251620958065,88.78527719177006,96,16,43,135,267
0.5818020076139712,74,0,3848.0,74.0,59,24,8,187,116
0.6839405562624183,195,3,17147.22576565705,199.38634611229128,61,33,12,217,162
0.6080126882703771,91,8,7915.9791315697485,104.15762015223353,45,25,38,236,233
0.5484229280640461,247,4,24412.18954414531,254.29364108484697,72,21,25,247,119
0.32136195554605734,53,7,7029.535461632128,74.78229214502264,48,2,35,89,278
0.9841407552177458,272,5,11360.303536778783,277.0805740677752,59,27,15,53,128
0.8353648638543519,162,7,13119.227041885706,170.37957197254164,90,1,19,252,185
0.5289575357137708,222,4,10330.291966456456,229.56204369903236,65,3,23,261,274
0.7626224653286393,189,0,12285.0,189.0,53,37,41,175,188
0.9388129080312407,126,2,9225.385193970094,128.1303499162513,45,9,9,200,187
0.9909642091509507,62,7,2831.6169178964587,69.06382726576729,59,0,41,122,66
0.2050264577275132,192,7,17412.928997624043,226.1419350340785,94,34,34,144,98
0.8656547140148092,237,1,12622.225335161858,238.15519500305393,92,10,13,211,125
0.4413057264674204,50,7,4017.5831841523213,65.86201941233314,99,28,12,60,154
0.7754517322887822,109,2,6694.748509808359,111.57914183013932,76,4,23,172,127
0.5707588822922074,181,8,16381.379837351284,195.01642663513434,81,24,22,89,121
0.4952214177131966,63,2,5161.972010683891,67.03859754134923,72,22,19,274,202
0.41982620663655634,288,6,12393.956750939473,302.29162807169445,53,39,44,228,88
0.20520823663752769,183,2,8866.325084350807,192.7461974858871,90,7,46,241,293
0.8146226703432664,206,0,18746.0,206.0,69,38,31,213,206
0.23650739175947608,146,4,10752.244181782207,162.91279063306374,94,32,8,135,115
0.7862128171666215,172,9,13208.204319557244,183.44728221607284,93,37,17,208,96
0.8618070625610663,265,3,25505.700469259387,268.48105757115144,54,28,12,54,206
0.3063262557093773,125,1,8465.456555779589,128.2644932693877,70,35,40,75,92
0.6391264282995939,197,9,16675.455953185392,211.08172092639737,77,5,12,72,96
0.3591366548281535,156,9,9415.1251299702,181.06009865327306,79,17,29,274,160
0.7534860274561607,220,3,19486.38996675381,223.98149387073346,43,4,41,121,176
0.23728513862283523,141,9,8588.594422841896,178.92905047587283,93,28,18,89,90
0.9330116616160987,200,0,17000.0,200.0,76,20,30,159,213
0.21219641308294018,106,0,9858.0,106.0,94,39,19,198,224
0.14928547493982822,186,9,22412.133197687923,246.28717799657056,96,25,45,84,112
0.4730541257832649,139,5,6132.354216413542,149.56961503447664,46,17,31,211,140
0.5069961468008265,220,2,20826.866693511718,223.94480315603997,63,24,11,229,247
0.1304912442219355,210,0,14280.0,210.0,82,21,30,205,163
0.6971836348150395,248,0,14632.0,248.0,80,19,26,269,112
0.9971868266613526,98,6,4160.677066306156,104.01692665765391,71,12,34,264,228
0.28891503378602723,260,0,21840.0,260.0,68,29,20,217,68
0.15913777548551714,127,2,12002.824458399276,139.5677262604567,89,1,32,162,163
0.5473107539391241,228,3,9339.253868366977,233.48134670917443,47,28,43,180,81
0.3450716692482695,260,1,26026.89692264702,262.8979487136063,72,22,32,81,227
0.8802943840103712,57,0,5472.0,57.0,94,2,28,264,236
0.5549570911954305,121,5,12480.931735471719,130.0097055778304,86,36,7,100,146
