flow_duration,fwd_packets,bwd_packets,flow_bytes_per_sec,flow_pkts_per_sec,fwd_pkt_len_mean,bwd_pkt_len_mean,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt
4.204283070180471,549,10,309874.7320673198,551.3785268101776,650,93,4,258,72
0.9809461539263473,644,9,218813.5632001126,653.1748155227242,383,87,0,271,54
3.3491811901731006,340,8,111276.30914912239,342.3886435357612,820,34,1,220,51
4.55010405529105,919,16,417899.93060376757,922.5164030988246,1158,56,3,149,33
4.201764433311553,259,6,130474.41373813544,260.42797153320447,1156,37,2,263,64
3.1397380842896334,886,16,696837.0457790114,891.0959664693241,407,52,4,249,57
1.905223037219582,618,6,285107.5000523294,621.1492375867742,822,29,0,177,66
2.7354508648662623,969,2,544988.9011843117,969.7311408973518,896,37,2,141,48
3.7603258312937813,658,6,381905.85611137445,659.5956064099731,999,65,2,167,51
4.574861565483532,820,13,275651.941373015,822.8416160388508,1043,55,2,172,17
2.1513023564216027,269,8,274627.70839766104,272.71867765408246,1080,68,3,229,69
4.101604285200628,738,7,391304.81746909645,739.7066492799555,1011,69,2,399,67
1.9985086087618906,329,11,357584.88758919825,334.50410438652784,913,54,1,385,17
3.112137530225036,641,3,482756.9036966039,641.9639676816541,1144,50,0,307,71
2.402101010282853,254,15,80936.04988883906,260.2445334046272,956,35,3,235,12
4.672300187657537,436,18,177260.55435409787,439.85249219379125,929,24,3,347,74
4.2891498246938955,348,19,248462.9965255308,352.4297823057174,755,51,0,371,47
1.2168680927854114,708,13,792707.52862156,718.6831628481958,780,42,1,336,75
2.2140928647994427,969,8,727514.6869988771,972.6132179129373,1142,86,3,289,32
4.740741585960049,665,5,478227.26548998826,666.0546873119614,705,62,3,200,21
4.687678465897623,241,5,216165.49706917454,242.0666260573063,728,54,1,257,15
1.135751221739776,206,19,183751.4379381328,222.72901568258519,372,34,4,262,75
1.1920601735061398,665,13,734709.2673550089,675.9054897470182,1067,29,0,380,63
1.911774610373432,294,13,340505.56012039806,300.79996477066965,409,99,4,124,22
2.1539049003118915,591,1,494464.132270779,591.4642730511711,378,87,4,111,41
1.0491577345597776,291,12,254652.58238734672,302.43774630326214,1145,39,1,259,52
3.288145797040233,259,18,154981.88695242608,264.47420981642676,816,53,1,229,20
3.8941409495473835,255,14,195497.9293551843,258.59514464971465,382,28,2,248,37
1.86473816405418,462,15,328560.7733212712,470.0440247800732,1063,23,3,202,49
4.162866212777084,558,19,292533.3647672066,562.5641630138589,1119,55,3,330,59
1.0881966953308977,827,2,677989.4046758454,828.8379030267059,454,33,4,185,14
0.5496406899289125,585,5,528746.1982646801,594.0968519827866,960,29,1,164,22
0.5545434858975198,441,12,236871.38359433803,462.63942108269146,992,64,3,287,20
2.544698005519824,507,3,429411.1889365658,508.1789218184211,863,71,4,141,30
4.802999857920267,824,8,405401.82221865415,825.6656256999066,316,28,0,228,11
2.4692140582492637,228,0,70452.0,228.0,541,77,3,331,30
4.213094881679167,958,1,1030105.1568455471,958.2373552051602,1025,91,0,178,26
0.7999341825231048,372,18,347161.62911658356,394.501851268845,715,63,0,186,17
0.6875280527107293,704,10,491484.6849635179,718.5448610577747,920,70,2,251,26
4.80425629234766,476,7,537139.1715014337,477.45704133460777,665,30,3,310,16
4.027292045454532,762,10,566481.9460273469,764.483058066595,560,24,1,137,17
3.9615041652716014,528,1,402528.3511798069,528.2524293698253,860,55,3,177,50
4.819219331341681,318,17,346285.16304720304,321.52754229081063,448,55,3,357,22
3.120901961932609,550,15,325671.29977403954,554.8063028518561,587,30,1,370,26
4.6763763814672235,382,8,369897.140139909,383.71072628621266,787,78,3,213,31
1.7320608838134794,924,11,546115.9290008465,930.3508160150706,734,65,0,221,41
1.9261511480522522,238,16,265764.95185217296,246.3067209009944,532,66,1,248,22
1.494785171541778,837,7,505851.4512536613,841.682947177473,659,26,3,323,31
4.931013827860287,733,12,562606.6861198265,735.4335766272242,1069,48,4,382,59
1.4608011483980237,606,11,466282.88706725615,613.5301145621792,577,62,4,288,65
